Ranking,Project Name,Stars,Forks,Watchers,Open Issues,Created At,Last Commit,Size,Size (KB),Description,Language,Repo URL
646,orgro,629,36,629,32,17/02/2020,02/11/2025,3.59 MB,3678,An Org Mode app for iOS and Android,Dart,https://github.com/amake/orgro
647,adaptive_theme,629,45,629,0,03/05/2020,17/10/2025,774.00 KB,774,Easiest way to add support for light and dark theme in your flutter app.,Dart,https://github.com/BirjuVachhani/adaptive_theme
648,ferry,628,132,628,97,20/12/2019,19/09/2025,35.57 MB,36423,Stream-based strongly typed GraphQL client for Dart,Dart,https://github.com/gql-dart/ferry
649,flutter_datetime_picker,626,736,626,146,30/08/2018,05/08/2024,571.00 KB,571,a date time picker in flutter,Dart,https://github.com/Realank/flutter_datetime_picker
650,langchain_dart,626,141,626,31,03/06/2023,16/10/2025,21.27 MB,21778,Build LLM-powered Dart/Flutter applications.,Dart,https://github.com/davidmigloz/langchain_dart
651,furniture_app_flutter,623,202,623,9,12/06/2020,21/04/2023,13.14 MB,13458,watch it on YouTube ,Dart,https://github.com/abuanwar072/furniture_app_flutter
652,menu_flutter,623,135,623,1,05/01/2018,26/07/2020,20.82 MB,21323,🍝 restaurant menu app made with flutter inspired by this design https://goo.gl/jChLBV,Dart,https://github.com/braulio94/menu_flutter
653,WanAndroid-Flutter,622,108,622,0,29/05/2018,17/12/2021,14.80 MB,15154,Flutter版本 WanAndroid客户端  适合Flutter入门学习 被张鸿洋微信公众号推荐为优质Flutter开源项目啦,Dart,https://github.com/canhuah/WanAndroid-Flutter
654,KNKPAnime,622,12,622,5,20/04/2024,01/02/2025,52.50 MB,53757,KNKPAnime：支持多番剧源与弹幕的看番软件。,Dart,https://github.com/KNKPA/KNKPAnime
655,widget-livebook,621,81,621,0,03/08/2019,16/01/2024,21.30 MB,21812,Live preview example for flutter widgets.,Dart,https://github.com/leanflutter/widget-livebook
656,upgrader,620,323,620,114,03/12/2018,31/10/2025,3.35 MB,3426,A Flutter package for prompting users to upgrade when there is a newer version of the app in the store.,Dart,https://github.com/larryaasen/upgrader
657,Mood-Example,619,111,619,0,16/11/2021,01/11/2025,283.85 MB,290658,🐦 Flutter 3 心情记录 样例工程 - 国际化 i18n、uni 小程序、深色模式、多主题、本地数据管理、路由管理、状态管理、无障碍（Semantics）、异步 FFI、集成测试、图表统计、Excel 导入导出、游戏…,Dart,https://github.com/AmosHuKe/Mood-Example
658,uber_clone,618,310,618,0,21/04/2019,14/08/2019,1.16 MB,1184,,Dart,https://github.com/MarcioQuimbundo/uber_clone
659,trinity-orientation-2018,618,224,618,18,30/09/2018,24/01/2024,1.69 MB,1727,"An app for orientation week at Trinity College, University of Toronto. Made with Flutter",Dart,https://github.com/matthewtory/trinity-orientation-2018
660,alice,617,299,617,25,03/03/2019,31/07/2025,28.56 MB,29247,HTTP Inspector for Flutter. Allows checking HTTP connections with UI inspector.,Dart,https://github.com/jhomlala/alice
661,flutter_training_app,617,196,617,3,04/07/2019,29/07/2019,7.16 MB,7329,A Flutter application for training.,Dart,https://github.com/SmallStoneSK/flutter_training_app
662,flutter_flip_panel,615,84,615,16,19/06/2018,02/04/2022,1.14 MB,1164,A package for flip panel with built-in animation,Dart,https://github.com/hnvn/flutter_flip_panel
663,SwiggyUI,615,237,615,1,22/07/2020,11/09/2021,17.35 MB,17770,"The SwiggyUI app is a user interface replica of the popular food delivery platform - Swiggy, developed using Flutter",Dart,https://github.com/vinothvino42/SwiggyUI
664,wolt_modal_sheet,614,86,614,60,09/06/2023,08/08/2025,45.34 MB,46426,"This package provides a responsive modal with multiple pages, motion animation for page transitions, and scrollable content within each page.",Dart,https://github.com/woltapp/wolt_modal_sheet
665,AlistClient,613,47,613,29,22/05/2023,21/03/2025,5.06 MB,5183,AList Client for iOS and Android. / 基于 AList api 开发的 Android 和 iOS 客户端,Dart,https://github.com/BFWXKJGS/AlistClient
666,flutter-clean-architecture-riverpod,613,194,613,2,02/03/2023,24/12/2024,335.00 KB,335,Clean architecture in Flutter using Riverpod.,Dart,https://github.com/Uuttssaavv/flutter-clean-architecture-riverpod
667,Messio,613,125,613,11,01/08/2019,16/08/2023,7.67 MB,7857,An open source messenger app built using flutter,Dart,https://github.com/adityadroid/Messio
668,blocFromZeroToHero,612,306,612,6,28/08/2020,24/04/2023,81.00 KB,81,This repo contains the code I wrote in my BLoC - From Zero to Hero Tutorial Series on my Flutterly - YouTube Channel,Dart,https://github.com/TheWCKD/blocFromZeroToHero
669,github-issue-mover,612,57,612,43,13/10/2014,08/05/2019,873.00 KB,873,Making it easy to migrate issues between repos.,Dart,https://github.com/google/github-issue-mover
670,flutter_crush,612,240,612,1,07/11/2018,02/04/2024,13.97 MB,14305,"How to build a Match-3 game, like Candy Crush, Bejeweled, FishDom… in Flutter.",Dart,https://github.com/boeledi/flutter_crush
671,flutter_use,611,118,611,0,29/11/2020,13/07/2025,80.19 MB,82118,some trick used by flutter  |  Flutter使用的一些骚操作,Dart,https://github.com/xdd666t/flutter_use
672,flutter-plugins,611,753,611,153,04/10/2018,04/11/2025,222.31 MB,227644,A collection of Flutter plugins maintained by the CARP team,Dart,https://github.com/carp-dk/flutter-plugins
673,conduit,611,48,611,24,09/08/2025,06/11/2025,241.46 MB,247252,Native mobile client for OpenWebUI. Chat with your self‑hosted AI.,Dart,https://github.com/cogwheel0/conduit
674,injectable,609,181,609,74,18/01/2020,29/09/2025,109.77 MB,112407,Code Generator for get_it,Dart,https://github.com/Milad-Akarie/injectable
675,flutter_ducafecat_news_getx,608,162,608,7,31/05/2021,04/05/2023,4.81 MB,4928,flutter2 + dio4 + getx4,Dart,https://github.com/ducafecat/flutter_ducafecat_news_getx
676,functional_widget,608,52,608,8,01/12/2018,24/03/2025,225.00 KB,225,A code generator to write widgets as function without loosing the benefits of classes.,Dart,https://github.com/rrousselGit/functional_widget
677,xterm.dart,607,128,607,80,01/08/2020,19/06/2025,6.53 MB,6684,"💻 xterm.dart is a fast and fully-featured terminal emulator for Flutter, with support for mobile and desktop platforms.",Dart,https://github.com/TerminalStudio/xterm.dart
678,deprecated-generative-ai-dart,607,143,607,32,11/12/2023,05/06/2025,2.55 MB,2607,"This SDK is now deprecated, use the unified Firebase SDK.",Dart,https://github.com/google-gemini/deprecated-generative-ai-dart
679,jedi,607,169,607,14,18/03/2019,25/06/2019,142.77 MB,146201,1个测试开发工程师用100天的业余时间开发的Flutter商业项目！,Dart,https://github.com/hekaiyou/jedi
680,Prism,606,146,606,20,13/04/2020,29/07/2022,280.40 MB,287125,Prism is a beautiful open-source wallpapers app for Android. It is built with Dart on top of Google's Flutter Framework.,Dart,https://github.com/Hash-Studios/Prism
681,SkyBridge,604,45,604,36,30/04/2023,01/05/2024,3.04 MB,3112,A work in progress bridge/proxy that lets you use Mastodon apps with Bluesky,Dart,https://github.com/videah/SkyBridge
682,firekart_app,603,117,603,18,20/07/2020,04/11/2024,33.84 MB,34648,An Ecommerce application built in Flutter using Nodejs and MySQl.,Dart,https://github.com/ashishrawat2911/firekart_app
683,extended_text_field,603,154,603,27,26/04/2019,24/07/2025,7.42 MB,7593,"extended official text field to quickly build special text like inline image, @somebody, custom background etc.",Dart,https://github.com/fluttercandies/extended_text_field
684,appflowy-editor,601,261,601,123,31/01/2023,06/11/2025,26.43 MB,27063,A highly customizable rich-text editor for Flutter. The AppFlowy Editor project for AppFlowy and beyond.,Dart,https://github.com/AppFlowy-IO/appflowy-editor
685,beamer,601,127,601,124,08/01/2021,16/10/2024,37.75 MB,38654,"A routing package built on top of Router and Navigator's pages API, supporting arbitrary nested navigation, guards and more.",Dart,https://github.com/slovnicki/beamer
686,newsbuzz,600,196,600,6,31/08/2017,27/10/2018,4.06 MB,4155,News App created in Flutter using News API for fetching realtime data and Firebase as the backend and authenticator.,Dart,https://github.com/theankurkedia/newsbuzz
687,FlutterMates,599,150,599,3,15/09/2017,10/02/2023,640.00 KB,640,A quick sample app on how to implement a friend list and a profile page in Flutter.,Dart,https://github.com/CodemateLtd/FlutterMates
688,cubit,598,25,598,0,04/06/2020,09/07/2020,3.06 MB,3130,Cubit is a lightweight state management solution. It is a subset of the bloc package that does not rely on events and instead uses methods to emit new states.,Dart,https://github.com/felangel/cubit
689,fpdart,598,48,598,13,28/05/2021,29/10/2025,1.53 MB,1569,"Functional programming in Dart and Flutter. All the main functional programming types and patterns fully documented, tested, and with examples.",Dart,https://github.com/SandroMaglione/fpdart
690,android_tool,596,128,596,13,20/04/2022,28/12/2022,4.49 MB,4602,,Dart,https://github.com/EaniaHuui/android_tool
691,breezmobile,596,134,596,89,10/10/2018,22/09/2025,30.14 MB,30860,Lightning Network mobile client,Dart,https://github.com/breez/breezmobile
692,flutter-book,594,262,594,10,09/01/2019,11/12/2022,137.96 MB,141272,Flutter入门与实战随书源码 第2版,Dart,https://github.com/kangshaojun/flutter-book
693,flutter_portal,592,53,592,2,04/01/2020,03/09/2025,1.13 MB,1160,"Evolved Overlay/OverlayEntry - declarative not imperative, intuitive-context, and easy-alignment",Dart,https://github.com/fzyzcjy/flutter_portal
694,xlist,592,48,592,45,11/05/2023,01/06/2024,24.30 MB,24879,An all-in-one Alist client. / 一款多功能 Alist 客户端。,Dart,https://github.com/xlist-io/xlist
695,Overmorrow,592,29,592,21,13/09/2023,05/11/2025,103.64 MB,106124,modern material design weather app,Dart,https://github.com/bmaroti9/Overmorrow
696,flutter-firebase-quizapp-course,591,243,591,15,14/05/2019,12/07/2023,2.43 MB,2492,QuizApp Built with Flutter & Firebase,Dart,https://github.com/fireship-io/flutter-firebase-quizapp-course
697,flutter_background_fetch,591,170,591,6,02/11/2018,28/07/2025,5.17 MB,5296,Periodic callbacks in the background for both IOS and Android.  Includes Android Headless mechanism,Dart,https://github.com/transistorsoft/flutter_background_fetch
698,clean-flutter-app,590,173,590,2,23/07/2020,10/06/2022,1.64 MB,1680,"Aplicativo feito em Flutter usando TDD, Clean Architecture, Design Patterns e SOLID principles",Dart,https://github.com/rmanguinho/clean-flutter-app
699,tutorial_coach_mark,589,232,589,56,26/04/2019,17/10/2025,6.38 MB,6537,TutorialCoachMark,Dart,https://github.com/RafaelBarbosatec/tutorial_coach_mark
700,dashboard_reborn,588,118,588,1,16/06/2019,12/05/2021,120.99 MB,123897,A very sexy Flutter UI template✨,Dart,https://github.com/urmilshroff/dashboard_reborn
701,flutter_vlc_player,587,284,587,355,04/01/2019,25/09/2025,1.32 MB,1347,📺 Flutter VLC powered video player.,Dart,https://github.com/solid-software/flutter_vlc_player
702,flutter-elinux,587,62,587,23,16/07/2021,09/07/2025,438.00 KB,438,Flutter tools for embedded Linux (eLinux),Dart,https://github.com/sony/flutter-elinux
703,musicpod,587,63,587,55,25/02/2023,03/11/2025,64.73 MB,66283,"Music, radio, television and podcast player for Ubuntu, MacOs and maybe soon Android",Dart,https://github.com/ubuntu-flutter-community/musicpod
704,mynotes-course,586,201,586,8,22/01/2022,23/01/2022,11.84 MB,12124,This is the GitHub repository of the MyNotes application for the Free Flutter Course (https://www.youtube.com/playlist?list=PL6yRaaP0WPkVtoeNIGqILtRAgd3h2CNpT),Dart,https://github.com/vandadnp/mynotes-course
705,Flutter-News-App,586,182,586,4,15/10/2019,21/03/2023,12.33 MB,12631,Flutter News App with newsapi.org. Developed using the Test Driven Development.,Dart,https://github.com/CoderJava/Flutter-News-App
706,flutter_scrollview_observer,586,67,586,2,28/05/2022,20/09/2025,8.13 MB,8328,A widget for observing data related to the child widgets being displayed in a ScrollView. Maintainer: @LinXunFeng,Dart,https://github.com/fluttercandies/flutter_scrollview_observer
707,flutterfx_widgets,585,80,585,4,01/10/2024,22/09/2025,223.67 MB,229035,Collection of animated flutter widgets for busy flutter developers. Copy paste into your app!,Dart,https://github.com/flutterfx/flutterfx_widgets
708,parabeac_core,585,79,585,37,19/08/2020,19/07/2023,29.93 MB,30649,Continuous Design / Continuous Integration for Figma to Flutter,Dart,https://github.com/Parabeac/parabeac_core
709,mobileraker,584,66,584,70,04/04/2021,06/11/2025,273.00 MB,279551,A Flutter mobile app for Klipper/Moonraker,Dart,https://github.com/Clon1998/mobileraker
710,wechat-flutter,584,106,584,3,08/06/2018,13/07/2018,557.00 KB,557,撸一款Flutter版『微信』,Dart,https://github.com/JadenZhong/wechat-flutter
711,FlutterTodo,582,122,582,1,15/05/2018,06/10/2020,10.36 MB,10611,https://dribbble.com/shots/3812962-iPhone-X-Todo-Concept Made With Flutter,Dart,https://github.com/MarcL01/FlutterTodo
712,Parse-SDK-Flutter,582,213,582,57,29/08/2018,20/12/2024,3.98 MB,4080,The Dart/Flutter SDK for Parse Platform,Dart,https://github.com/parse-community/Parse-SDK-Flutter
713,20-Error-States-Flutter,582,217,582,3,20/12/2020,02/01/2021,8.09 MB,8285,,Dart,https://github.com/abuanwar072/20-Error-States-Flutter
714,flutter-clean-architecture,581,154,581,1,09/02/2021,19/10/2023,3.93 MB,4020,"A flutter clean architecture series, the way we build clean apps.",Dart,https://github.com/devmuaz/flutter-clean-architecture
715,LoveIwara,581,24,581,14,26/12/2024,08/10/2025,15.47 MB,15842,"Love Iwara (i-iwara or 2i). An unofficial iwara flutter app - Supporting multiple platforms and devices including mobile phones, tablets and computers. Compatible with Android, Windows and other systems. 第三方的Iwara应用 - 支持多个平台和设备，包括手机、平板和计算机。兼容 安卓、IOS、Windows、MacOS等系统。",Dart,https://github.com/FoxSensei001/LoveIwara
716,storypad,580,91,580,10,03/01/2022,06/11/2025,220.25 MB,225538,"An open source diary & journal app with over 90,000 downloads 🪴",Dart,https://github.com/theachoem/storypad
717,flutter_inapp_purchase,578,272,578,5,22/07/2018,04/11/2025,10.51 MB,10762,Flutter In App Purchase plugin that confirms OpenIAP,Dart,https://github.com/hyochan/flutter_inapp_purchase
718,air-controller-desktop,578,66,578,13,11/01/2022,02/12/2022,106.07 MB,108620,A new handy and powerful Android phone assistant， powered by Flutter.,Dart,https://github.com/air-controller/air-controller-desktop
719,Whatsapp-Clone-Flutter,578,243,578,8,18/12/2020,16/03/2024,5.37 MB,5497,The Repository of  Chat App development UI PART  using Flutter (Youtube Series),Dart,https://github.com/DevStack06/Whatsapp-Clone-Flutter
720,mqtt_client,577,194,577,5,31/05/2017,06/09/2025,2.59 MB,2654,A server and browser based MQTT client for dart,Dart,https://github.com/shamblett/mqtt_client
721,MicrosoftRewardsWebsite,577,17,577,4,18/11/2023,02/11/2025,31.11 MB,31861,Microsoft Automatic rewards google extension and phone app,Dart,https://github.com/spin311/MicrosoftRewardsWebsite
722,movie_app_state_management_flutter,577,101,577,4,06/01/2021,15/09/2022,1.17 MB,1193,"Flutter State Management: Movie App with Provider, Riverpod, flutter_bloc ",Dart,https://github.com/bizz84/movie_app_state_management_flutter
723,annotation_route,576,54,576,6,16/11/2018,21/12/2018,22.00 KB,22,一个以注解方式实现的路由映射解决方案,Dart,https://github.com/XianyuTech/annotation_route
724,waterfly-iii,576,48,576,29,05/03/2023,06/11/2025,94.15 MB,96411,"Unofficial Android App for Firefly III, a free and open source personal finance manager.",Dart,https://github.com/dreautall/waterfly-iii
725,flutter-design-challenges,576,160,576,1,11/05/2020,26/01/2024,59.12 MB,60540,Flutter Design Challenges,Dart,https://github.com/mkobuolys/flutter-design-challenges
726,nhentai-cross,575,32,575,3,06/12/2021,18/10/2022,2.22 MB,2274,A nhentai client ,Dart,https://github.com/ComicSparks/nhentai-cross
